表データ <A> <B> と表 <A> <C> 表属性と <A> 表属性 <D> の箱ひげ図を一枚のグラフで作画する	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	sns . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	for plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	boxplot plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	kind plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )
<B> という列を消して、 <A> にする	<A> = df . drop ( <B> , axis = 1 )	<A> = <A> . drop ( <B> , axis = 1 )	= <A> . drop ( <B> , axis = 1 )	df = <A> . drop ( <B> , axis = 1 )	, <A> = <A> . drop ( <B> , axis = 1 )	range = <A> . drop ( <B> , axis = 1 )
<A> の <B> と <A> データフレームの <C> とデータフレーム <A> の <D> カラムの箱ひげ図を一枚のグラフで作図する	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	for plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	sns . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	boxplot plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	kind plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )
そこで、エラー処理を厳密にする	errors = 'strict'	'strict' = 'strict'	errors = 'strict'	autopct = 'strict'	mode = 'strict'	if = 'strict'
表 <A> のコラム <B> の月	<A> [ <B> ] . dt . month	plt . hist ( <A> [ <B> ] )	<A> [ <B> ] . dt . month	month <A> [ <B> ] . dt . month	<B> <A> [ <B> ] . dt . month	[ <A> [ <B> ] . dt . month
表 <A> の最初から <B> 行目まで	<A> [ : <B> ]	<A> [ : <B> ]	if <A> : <B> ]	: <A> [ <B> ]	range : <A> [ <B> : ]	range : <A> [ <B> ]
データフレーム <A> を <B> の値を軸に並び替え、置き換える	<A> = <A> . sort_values ( <B> )	X = <A> . sort_values ( <B> )	<A> = <A> . sort_values ( <B> )	df = <A> . sort_values ( <B> )	<A> . sort_values ( <B> , inplace = True )	df . sort_values ( <B> , inplace = True )
そこで、線として点と線を使う	linestyle = 'dashbot'	markeredgewidth = 'dashbot'	'dashbot' = 'dashbot'	linestyle = 'dashbot'	marker = '.'	marker = 'dashbot'
表データ <A> 中の未記入の値を削除して、再代入する	<A> = <A> . dropna ( )	= <A> . dropna ( )	<A> = <A> . dropna ( )	df = <A> . dropna ( )	dropna = <A> . dropna ( )	range = <A> . dropna ( )
<A> の振り直して、元のインデックスを削除して、再代入する	<A> = <A> . reset_index ( drop = True )	= <A> . reset_index ( drop = True )	reset_index = <A> . reset_index ( drop = True )	<A> = <A> . reset_index ( drop = True )	<B> = <A> . reset_index ( drop = True )	range = <A> . reset_index ( drop = True )
<A> の <B> と <A> の <C> と <A> の <D> の箱ひげ図を一枚のグラフで作画する	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	for plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	sns . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	boxplot plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	kind plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )
データフレーム <A> 内のそれぞれのカラムにある <B> の個数	<A> . isin ( [ <B> ] ) . sum ( )	pd . isin ( [ <A> , <B> ] ) . sum ( )	<A> . isin ( [ <B> ] ) . sum ( )	plt . isin ( [ <A> , <B> ] ) . sum ( )	df . isin ( [ <A> , <B> ] ) . sum ( )	if <A> . isin ( [ <B> ] ) . sum ( )
表 <A> のデータの詳細を表示する	<A> . info ( )	<A> . info ( )	pd <A> . info ( )	if <A> )	if <A> . info ( )	if <A>
同じグラフ内で <A> <B> と <A> 表属性 <C> と <A> <D> を箱ひげ図で描写する	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	sns . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	for plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	boxplot plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	kind = plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] )
<A> の <B> をグループ化して、値ごとのデータ数を求める	<A> . groupby ( <B> ) . size ( )	pd . groupby ( <A> [ <B> ] ) . size ( )	<A> . groupby ( <B> ) . size ( )	df1 . groupby ( <B> ) . size ( )	pd . groupby ( <A> . size ( <B> )	df1 <A> . groupby ( <B> ) . size ( )
表 <A> の全ての列で重複している行を取り除き、置き換える	<A> . drop_duplicates ( inplace = True )	markerfacecolor = <A> . drop_duplicates ( )	<A> = <A> . drop_duplicates ( )	<A> . drop_duplicates ( inplace = True )	range . drop_duplicates ( inplace = True )	range = <A> . drop_duplicates ( )
表データ <A> 内の重複した行を削除して、置き換える	<A> = <A> . drop_duplicates ( )	markerfacecolor = <A> . drop_duplicates ( )	<A> = <A> . drop_duplicates ( )	= <A> . drop_duplicates ( )	<A> . drop_duplicates ( inplace = True )	df . drop_duplicates ( inplace = True )
<A> をインデックスでソートし、インプレースする	<A> . sort_index ( inplace = True )	<A> . sort_index ( inplace = True )	df . sort_index ( inplace = True )	. sort_index ( inplace = True )	range . sort_index ( inplace = True )	range = <A> . sort_index ( )
表データ <A> 内の NaN を <B> とし、再代入する	<A> = <A> . fillna ( <B> )	<A> = <A> . fillna ( <B> )	= <A> . fillna ( <B> )	<B> <A> = <A> . fillna ( <B> )	range = <A> . fillna ( <B> )	fillna <A> = <A> . fillna ( <B> )
表 <A> 中の表属性 <B> に重複が存在するのか表示する	<A> . duplicated ( subset = <B> )	. duplicated ( subset = <B> )	pd . duplicated ( subset = <B> )	<A> . duplicated ( subset = <B> )	df . duplicated ( subset = <B> )	if <A> . duplicated ( subset = <B> )
表データ <A> の <B> 表属性と <C> に重複はあるかどうか見る	<A> . duplicated ( subset = [ <B> , <C> ] )	<A> . duplicated ( subset = [ <B> , <C> ] )	for <A> . duplicated ( subset = [ <B> , <C> ] )	df . duplicated ( subset = [ <A> , <B> , <C> ] )	duplicated = <A> . duplicated ( subset = [ <B> , <C> ] )	if <A> . duplicated ( subset = [ <B> , <C> ] )
データフレーム <A> 内の欠損値が存在する行をドロップ	<A> . dropna ( )	<A> . dropna ( )	dropna <A> . dropna ( )	df . dropna ( )	if <A> . dropna ( )	. dropna ( )
<A> と <B> を横にマージする	pd . merge ( <A> , <B> )	hidden_layer_sizes = ( <A> )	pd . merge ( <A> , <B> )	merge pd . merge ( <A> , <B> )	plt . merge ( <A> , <B> )	for pd . merge ( <A> , <B> )
表 <A> の元の位置を振り直して、置き換える	<A> . reset_index ( drop = True , inplace = True )	<A> = <A> . reset_index ( drop = True )	= <A> . reset_index ( drop = True )	<A> . reset_index ( drop = True , inplace = True )	markerfacecolor = <A>	reset_index = <A>
表 <A> 全体を <B> コラムでソートを <A> に代入する	<A> = <A> . sort_values ( <B> )	= <A> . sort_values ( <B> )	<A> = <A> . sort_values ( <B> )	df = <A> . sort_values ( <B> )	range = <A> . sort_values ( <B> )	<B> <A> = <A> . sort_values ( <B> )
表データ <A> の <B> の欠損をカラム <B> の平均値で補完する	<A> [ <B> ] . fillna ( <A> [ <B> ] . mean ( ) )	fillna <A> [ <B> ] . mean ( ) )	<A> [ <B> ] . fillna ( <A> [ <B> ] . mean ( ) )	<B> <A> [ <B> ] . fillna ( <A> [ <B> ] . mean ( ) )	plt <A> [ <B> ] . fillna ( <A> [ <B> ] . mean ( ) )	fillna <A> [ <B> ] . fillna ( <A> [ <B> ] . mean ( ) )
表データ <A> の <B> と <C> の相関係数	<A> [ [ <B> , <C> ] ] . corr ( )	<A> [ [ <B> , <C> ] ] . corr ( )	markerfacecolor [ <A> , <B> , <C> ] ] . corr ( )	marker [ <A> [ <B> , <C> ] ] . corr ( )	[ <A> [ <B> , <C> ] ] . corr ( )	corr [ <A> [ <B> , <C> ] ] . corr ( )
<C> 番目の列をインデックスと設定して、 <B> をデータフレームとして読み込み、 <A> にする	<A> = pd . read_csv ( <B> , index_col = <C> )	pd = pd . read_csv ( <B> , index_col = <C> )	<A> = pd . read_csv ( <B> , index_col = <C> )	pd . read_csv ( <A> , index_col = <B> , index_col = <C> )	= pd . read_csv ( <A> , index_col = <B> , index_col = <C> )	range = ( <A> , <B> , <C> )
同じグラフ内で表 <A> の <B> と <A> 表の <C> と表 <A> の <D> を箱ひげ図で作画する	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	sns . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	for plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	boxplot plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	kind = plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] )
データフレーム <A> をエクセルファイル <B> に書き込む	<A> . to_excel ( <B> )	<A> . to_excel ( <B> )	pd . read_excel ( <A> , sheet_name = <B> )	df . to_excel ( <B> )	to_excel <A> . to_excel ( <B> )	to_excel . to_excel ( <B> )
表データ <A> 全体をインデックスでソートする	<A> . sort_index ( )	<A> . sort_index ( )	<B> <A> . sort_index ( )	. sort_index ( )	range = <A> . sort_index ( )	range . sort_index ( )
<B> 区切りで表を CSV ファイル <A> ( ファイル名 ) から読み込む	pd . read_csv ( <A> , sep = <B> )	pd . read_csv ( <A> , sep = <B> )	for read_csv sep = <B> )	sep . read_csv ( <A> , sep = <B> )	markeredgecolor = pd . read_csv ( <A> , sep = <B> )	sep = <A>
表データ <A> 内の欠損を <A> の平均値で埋め、インプレースする	<A> . fillna ( <A> . mean ( ) , inplace = True )	markerfacecolor = <A> . fillna ( <A> . mean ( ) )	<A> . fillna ( <A> . mean ( ) , inplace = True )	df . fillna ( <A> . mean ( ) , inplace = True )	. <A> . fillna ( <A> . mean ( ) , inplace = True )	fillna <A> . mean ( ) , inplace = True )
表 <A> をファイル名 <B> に書き出す	<A> . to_csv ( <B> )	. to_csv ( <B> )	<A> . to_csv ( <B> )	to_csv <A> . to_csv ( <B> )	plt . to_csv ( <A> , <B> )	df . to_csv ( <B> )
表データ <A> の <B> の未入力の値を <B> コラムの平均値で穴埋めする	<A> [ <B> ] . fillna ( <A> [ <B> ] . mean ( ) )	fillna <A> [ <B> ] . mean ( ) )	<A> [ <B> ] . fillna ( <A> [ <B> ] . mean ( ) )	<B> <A> [ <B> ] . fillna ( <A> [ <B> ] . mean ( ) )	plt <A> [ <B> ] . fillna ( <A> [ <B> ] . mean ( ) )	plt <A> . <B> ( <B> )
<A> の表属性 <B> をインデックスとして、 <A> とする	<A> = <A> . set_index ( <B> )	sep = <A> . set_index ( <B> )	<B> <A> = <A> . set_index ( <B> )	range = <A> . set_index ( <B> )	<A> = <A> . set_index ( <B> )	= <A> . set_index ( <B> )
表 <A> の <B> の曜日の数値型を見る	<A> [ <B> ] . dt . dayofweek	<A> [ <B> ] . dt . dayofweek	dt <A> [ <B> ] . dayofweek	pd . dt . dayofweek	dt . dayofweek	dt <A> . dayofweek
表データ <A> の <B> と <A> 表データの <C> と <A> 表データのコラム <D> についての箱ひげ図を作画する	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	sns . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	for plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	boxplot plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	kind = plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] )
表 <A> <B> とデータフレーム <A> <C> コラムとデータフレーム <A> <D> についての箱ひげ図を作画する	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	for plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	sns . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	boxplot plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	kind = plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] )
表データ <A> の <B> 行目を落とし、 <A> とする	<A> = <A> . drop ( <B> )	= <A> . drop ( <B> )	<A> = <A> . drop ( <B> )	<B> <A> = <A> . drop ( <B> )	range = <A> . drop ( <B> )	encoding = <A>
<A> の <B> コラムと <C> の相関を表示する	<A> [ [ <B> , <C> ] ] . corr ( )	<A> [ [ <B> , <C> ] ] . corr ( )	markerfacecolor [ <A> , <B> , <C> ] ] . corr ( )	[ <A> [ <B> , <C> ] ] . corr ( )	df [ [ <A> , <B> , <C> ] ] . corr ( )	df [ <A> [ <B> , <C> ] ] . corr ( )
表 <A> のカラム名	<A> . columns	<A> . columns	if <A> . columns	df . columns	pd . columns	columns
<A> 中の NaN の個数を求める	<A> . isnull ( ) . sum ( )	<A> . isnull ( ) . sum ( )	df . isnull ( ) . sum ( )	. isnull ( ) . sum ( )	plt . isnull ( ) . sum ( )	isnull . isnull ( ) . sum ( )
<A> の <B> コラムの値をソートする	<A> . sort_values ( <B> )	<A> . sort_values ( <B> )	<B> <A> . sort_values ( <B> )	df . sort_values ( <B> )	plt <A> . sort_values ( <B> )	plt . sort_values ( <A> , <B> )
そこで、色は水色を用いる	color = 'cyan'	color = 'cyan'	markerfacecolor = 'cyan'	'cyan' = 'cyan'	sklearn = 'cyan'	range = 'cyan'
表データ <A> の中の未記入の値を <B> とする	<A> . fillna ( <B> )	<A> . fillna ( <B> )	X . fillna ( <B> )	df . fillna ( <B> )	<B> <A> . fillna ( <B> )	<B> <A> = <A> . fillna ( <B> )
列番号 <B> をインデックスに、ファイルパス <A> を表データに格納する	pd . read_csv ( <A> , index_col = <B> )	pd . read_csv ( <A> , index_col = <B> )	markeredgecolor = pd . read_csv ( <A> , index_col = <B> )	for read_csv ( <A> , index_col = <B> )	index_col = pd . read_csv ( <A> , index_col = <B> )	markeredgecolor = pd
そこで、★のマーカーを使用する	marker = '*'	markerfacecolor = '*'	marker = '*'	markersize = '*'	sep = '*'	'*'
同じ x 軸と y 軸でデータフレーム <A> <B> と <A> データフレーム <C> と <A> データフレーム <D> を箱ひげ図で描画する	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	sns . pairplot ( <A> [ <B> , <C> , <D> ] ] )	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	for plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	boxplot plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	kind = plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] )
<A> 全体をインデックスを元にソートして、再代入する	<A> = <A> . sort_index ( )	<A> = <A> . sort_index ( )	<B> = <A> . sort_index ( )	= <A> . sort_index ( )	df = <A> . sort_index ( )	range = <A> . sort_index ( )
データフレーム <A> 中の <B> 表属性と <C> に重複があるか確認	<A> . duplicated ( subset = [ <B> , <C> ] )	<A> . duplicated ( subset = [ <B> , <C> ] )	. duplicated ( subset = [ <A> , <B> , <C> ] )	for <A> . duplicated ( subset = [ <B> , <C> ] )	df . duplicated ( subset = [ <A> , <B> , <C> ] )	if <A> . duplicated ( subset = [ <B> , <C> ] )
表 <B> 内に存在する <C> を未記入の値に置換して、 <A> にする	<A> = <B> . replace ( <C> , np . nan )	<A> = <B> . replace ( <C> , np . nan )	= <A> . replace ( <B> , <C> , np . nan )	= <A> . replace ( <B> , np . nan )	= <B> . replace ( <C> , np . nan )	range = <B> . replace ( <C> , np . nan )
<C> で <A> と <B> の折れ線グラフを表示する	plt . plot ( <A> , <B> , color = <C> )	sns . plot ( <A> , <B> , color = <C> )	plt . plot ( <A> , <B> , color = <C> )	plot plt . plot ( <A> , <B> , color = <C> )	color . plot ( <A> , <B> , color = <C> )	color = <A> . plot ( <B> , <C> )
表 <A> 内の未入力の値を消して、インプレースする	<A> . dropna ( inplace = True )	<A> . dropna ( inplace = True )	dropna <A> . dropna ( inplace = True )	marker = <A> . dropna ( )	. dropna ( inplace = True )	fillna <A> . dropna ( inplace = True )
<A> のカラム名を <B> から <C> に、 <D> から <E> にリネームし、インプレースする	<A> . rename ( columns = { <B> : <C> , <D> : <E> } , inplace = True )	<A> . rename ( columns = { <B> : <C> , <D> : <E> } , inplace = True )	marker = <A> . rename ( columns = { <B> : <C> , <D> : <E> } )	df . rename ( columns = { <B> : <C> , <D> : <E> } , inplace = True )	'words' <A> . rename ( columns = { <B> : <C> , <D> : <E> } , inplace = True )	if <A> . rename ( columns = { <B> : <C> , <D> : <E> } , inplace = True )
表 <A> の <B> の出現回数を見る	<A> [ <B> ] . value_counts ( )	<A> [ <B> ] . value_counts ( )	pd . value_counts ( <A> [ <B> ] )	'words' <A> [ <B> ] . value_counts ( )	<B> <A> [ <B> ] . value_counts ( )	if <A> [ <B> ] . value_counts ( )
表データ <A> 内の欠損を <B> に置換し、置き換える	<A> = <A> . fillna ( <B> )	markerfacecolor = <A> . fillna ( <B> )	<A> = <A> . fillna ( <B> )	fillna <A> . fillna ( <B> , inplace = True )	<A> . fillna ( <B> , inplace = True )	fillna <A> = <A> . fillna ( <B> )
データフレーム <A> 中の <B> を未入力の値に置換し、未入力の値がある行を削除を <A> にする	<A> = <A> . replace ( <B> , np . nan ) . dropna ( )	range = <A> . replace ( <B> , np . nan ) . dropna ( )	X = <A> . replace ( <B> , np . nan ) . dropna ( )	<A> = <A> . replace ( <B> , np . nan ) . dropna ( )	<B> <A> = <A> . replace ( <B> , np . nan ) . dropna ( )	df = <A> . replace ( <B> , np . nan ) . dropna ( )
