<A> [ 'precipitation' ] = <A> [ 'precipitation' ] . str . replace ( <B> , 0 ) . astype ( float )	<A> の 'percipitation' 列内の <B> を 0.0 に置き換える
pd . DataFrame ( <A> [ <B> ] . mask ( <A> [ <B> ] >  <C> , <D> ) ) . head ( )	<A> の <B> 列が <C> より大きければ <D> に置換し、上 5 行を表示する
<A> . drop ( [ <B> ] , axis = 1 , inplace = True )	<A> の <B> 列を削除する
<A> [ 'weather' ] . value_counts ( )	<A> の 'wether' 列の値をカウントする
<A> . groupby ( [ <B> ] ) [ <C> ] . count ( )	<A> の <B> 列ごとに <C> 列の値をカウントする
<A> . groupby ( [ <B> , <C> ] ) [ <D> ] . sum ( )	<A> の <B> 列と <C> 列ごとに <D> 列の値の和を計算する
<A> . groupby ( [ <B> ] ) [ <C> ] . mean ( )	<A> の <B> 列ごとに <C> 列の値の平均を計算する
<A> [ <B> ] = <A> [ <C> ] . diff ( periods = 1 )	<A> の <C> 列内の前の行との差を計算し、 <B> 列とする
<A> [ [ <B> , <C> ] ] . head ( )	<A> の <B> 列と <C> 列の上 5 行を表示する
<A> [ <B> ] = <A> [ <C> ] . rolling ( <D> = <E> ) . mean ( )	<A> の <C> 列の移動平均を <D> サイズを <E> として計算し、 <B> 列とする
<A> . dropna ( subset = [ <B> , <C> , <D> ] , axis = 0 , inplace = True )	<A> の <B> 列、 <C> 列、 <D> 列に欠損値がある行を削除する
import <A> <B> as <C>	<A> <B> を <C> としてインポートする
<A> [ <B> ] . plot ( )	<A> の <B> 列の値を折れ線グラフとして表示する
<A> . plot ( y = [ <B> , 'temperature_rolling_mean' , <C> ] , figsize = ( <D> , <E> ) , alpha = <F> )	<A> の <B> 列、 'temperature_rolling' 列、 <C> 列の値を、横 <D> 縦 <E> のサイズで透過率が <F> の折れ線グラフとして表示する
plt . title ( <A> )	グラフのタイトルを <A> とする
<A> . plot ( kind = 'hist' , y = <B>   , bins = 10 , figsize = ( <C> , <D> ) , alpha = <E> )	<A> の <B> 列の値を横 <C> 縦 <D> のサイズで透過率が <E> のヒストグラムとして表示する
<A> . plot ( kind = 'scatter' , <B> = <C> , <D> = <E> )	<A> の <C> 列を <B> 軸、 <E> 列を <D> 軸とした散布図を表示する
<A> [ [ <B> , <C> ] ] . corr ( )	<A> の <B> 列と <C> 列の相関を求める
pivot_monthly_df . plot ( kind = 'bar' , alpha = 0.6 , figsize = ( 12 , 3 ) )	monthly_df のインデックスをリセットし、 'month' 列をインデックス、 'period' 列をカラム、 'sales' 列を値としたピボットテーブルを表示する
<A> = pd . get_dummies ( <B> , columns = [ <C> , <D> , <E> , <F> , <E> ] )	<B> の <C> 列、 <D> 列、 <E> 列、 <F> 列、 <E> 列をダミー化したものを <A> とする
pd . set_option ( 'display.max_columns' , <A> )	<A> 番目までの列を表示させる
<A> . to_csv ( <B> , encoding = 'utf-8' )	<A> を <B> に utf -8 で保存する
"plt . plot ( <A> , <B> , label = ""test"" )"	ラベルを 'test' とし、 <A> , <B> の値を折れ線グラフとして表示する
plt . legend ( )	凡例を表示する
plt . show ( )	プロットを表示する
plt . plot ( <A> , <B> , color = ( <C> , <C> , <D> ) )	色を RGB = ( <C> , <C> , <D> ) とし、 <A> , <B> の値を折れ線グラフとして表示する
"plt . plot ( <A> , <B> , color = ""#0F0F0F"" )"	色を '#0F0F0F' とし、 <A> , <B> の値を折れ線グラフとして表示する
plt . savefig ( <A> )	プロットを <A> として保存する
import <A> as <B>	<A> を <B> としてインポートする
import <A> . random as <B>	<A> の <B> モジュールを <B> としてインポートする
import <A> as <B>	<A> を <B> としてインポートする
from <A> import <B> , <C>	<A> の <B> と <C> をインポートする
import <A> <B> as <C>	<A> <B> を <C> としてインポートする
import <A> as <B>	<A> を <B> としてインポートする
import <A> as <B>	<A> を <B> としてインポートする
sns . set ( )	seaboen のデフォルトスタイルを適用する
random . seed ( <A> )	シード値を <A> とする
plt . title ( <A> )	グラフタイトルを <A> とする
plt . xlabel ( <A> )	x 座標のラベルを <A> とする
plt . ylabel ( <A> )	y 座標のラベルを <A> とする
plt . grid ( True )	グリッドを表示する
plt . figure ( figsize = ( <A> , <B> ) )	グラフの大きさを横 <A> 縦 <B> とする
plt . subplot ( <A> , <B> , <B> )	<A> 行 <B> 列のグラフの <B> つ目を指定
plt . subplot ( <A> , <B> , <A> )	<A> 行 <B> 列のグラフの <A> つ目を指定
plt . bar ( <A> , <B> , align = 'center' , width = <C> )	横軸を <A> 、縦軸を <B> として、幅 <C> の棒グラフを表示する
plt . xticks ( <A> , [ <B> , <C> , <D> ] )	<A> 軸のラベルをそれぞれ <B> , <C> , <D> とする
plt . barh ( <A> , <B> , align = 'center' )	横軸を <A> 、縦軸を <B> として、幅 0.5 の棒グラフを横向きに表示する
plt . yticks ( x , [ <A> , <B> , <C> ] )	y 軸のラベルをそれぞれ <A> , <B> , <C> とする
plt . legend ( loc = 'best' )	凡例を最適な位置に表示する
from <A> import <B>	<A> から <B> をインポートする
<A> = pd . read_csv ( 'student-mat.csv' )	student - mat .csv 'を <A> として読み込む
plt . hist ( <A> [ <B> ] )	<A> の <B> 列を値としたヒストグラムを表示する
import <A> as <B>	<A> を <B> としてインポートする
<A> = pd . read_csv ( './data/lunch_box.csv' , sep = ',' )	. / data / lunch_box .csv 'をカンマ区切りで読み込んで、 <A> とする
<A> . head ( <B> )	<A> の初めの <B> 行を表示する
<A> . head ( )	<A> の初めの 5 行を表示する
<A> . tail ( )	<A> の最後の 5 行を表示する
<A> . shape	<A> の形状を表示する
<A> . index	<A> の index を表示する
<A> . columns	<A> の列の名前を取得する。
<A> . dtypes	<A> の形状を取得する。
<A> [ [ <B> , <C> ] ] . head ( )	<A> の <B> , <C> の列の初めの 5 行を表示する
<A> [ <B> : 106 ]	<A> の <B> 行目から 105 行目を表示する
<A> . loc [ <B> ]	<A> の <B> 列目を取得する
<A> . iloc [ [ <B> , <C> , <D> ] , [ <E> , <C> ] ]	<A> の <B> 、 <C> 、 <D> 行目の <E> 、 <C> 列目であるものを取得する
<A> [ <A> [ <B> ] >  <C> ]	<A> の <B> 列を参照し、 <C> より大きいものだけ表示する。
"df [ [ 'name' , 'kcal' ] ] . query ( 'kcal > 450 and name == ""豚肉の生姜焼""' )"	"’ name 'と' kcal 'の列の、' kcal 'が450より大きいかつ、' name 'が ""豚肉の生姜焼き"" である行を取得する。"
df [ 'remarks' ] . unique ( )	remarks 'の中身を重複を除いて取得する。
<A> . drop_duplicates ( )	<A> から重複した行を削除したデータを取得する。
<A> . describe ( )	<A> のそれぞれの行に対して重複を bool 値で取得する。
df . set_index ( 'datetime' , inplace = True )	datetime 列を index に設定する。
df . rename ( columns = { <A> : 'sales' } , inplace = True )	列の名前を <A> から’ sales ’に変更する。
"<A> . sort_values ( by = ""sales"" , ascending = True ) . head ( )"	’ sales ’を参照して昇順に並び替えた後、 <A> の初めの 5 行を表示する。
df . sort_values ( [ 'sales' , 'temperature' ] , ascending = False ) . head ( )	sales '、' temperature 'をそれぞれ降順に並び替えた後、カッコ内の列の初めの 5 行を表示する。
<A> <B> = pd . to_datetime ( <A> <B> , format = '%Y-%m-%d' )	<A> <B> を参照し、年月日をハイフン区切りの形式に変更する。
<A> . isnull ( ) . sum ( )	<A> のそれぞれの列に対して欠損値の個数をカウントする。
<A> [ <A> . isnull ( ) . any ( axis = 1 ) ] . head ( )	<A> のそれぞれの行に対して欠損値を含むか否か bool 値で取得し、 True 限定で初めの 5 行を表示する。
<A> [ <A> . isnull ( ) . any ( axis = 1 ) ] . shape	<A> のそれぞれの行に対して欠損値を含むか否か bool 値で取得し、 True だけを抽出したときに形状を取得する。
df . fillna ( value = { <A> : <B> } , inplace = True )	列 <A> に欠損値があれば <B> に置換する
df . dropna ( subset = [ <A> ] , axis = 0 , inplace = True )	列 <A> の列に欠損値がある行を削除する
df [ 'precipitation' ] = df [ 'precipitation' ] . str . replace ( '--' , <A> ) . astype ( <B> )	列 'precipitationの要素をstr型にした後に' - - ' を  <A> に置き換えて、 <B> 型にデータ型を変換する。
pd . DataFrame ( df [ <A> ] . mask ( df [ <A> ] >  80 , <B> ) ) . head ( )	列 <A> の値が 0 より大きいとき <B> に置き換えて、初めの 5 行を表示する。
df . drop ( [ 'remarks' ] , axis = 1 , inplace = True )	remarks 'の行を削除する
<A> [ <B> ] . value_counts ( )	<A> の <B> を参照し、各要素の出現回数を取得する
df . groupby ( [ 'week' ] ) [ 'soldout' ] . count ( )	week 'を軸に' soldout 'の個数をカウントする。
df . groupby ( [ 'month' , 'period' ] ) [ 'sales' ] . sum ( )	month '、' period 'を2軸として' sales 'の合計値を求める。
df . groupby ( [ 'weather' ] ) [ 'temperature' ] . mean ( )	weather 'を軸に' temperature 'の平均値を求める。
df [ 'temperature_diff' ] = df [ 'temperature' ] . diff ( periods = 1 )	temperature 'を参照して1行前の値との差分を算出し、' temperature_diff 'という列に代入する。
<A> [ [ <B> , <C> ] ] . head ( )	<A> の <B> , <C> の列の初めの 5 行を表示する
df [ <A> ] = df [ <B> ] . rolling ( window = <C> ) . mean ( )	列 <B> を参照において、自身も含めた後ろ <C> つの要素の平均値を、列 <A> に格納する。
df . dropna ( subset = [ 'temperature_diff' , 'temperature_rolling_mean' , 'temperature_pct_change' ] , axis = 0 , inplace = True )	temperature_diff ', ' temperature_rolling_mean ', ' temperature_pct_change 'の行のいずれかに欠損値がある列は削除する。
import <A> <B> as <C>	<A> <B> 'を' <C> 'としてインポートする。
df [ 'sales' ] . plot ( )	sales 'の値を二次元グラフにプロットする
df . plot ( <A> = [ <B> , <C> , <D> ] , figsize = ( <E> , <F> ) , alpha = <E> )	<A> 軸 = [ <B> , <C> , <D> ] 、サイズ = ( <E> , <F> ) 、透過率 = <E> の折れ線グラフを描く。
plt . title ( <A> )	グラフのタイトルを <A> とする。
df . plot ( kind = 'hist' , <A> = <B>   , bins = <C> , figsize = ( <D> , <E> ) , alpha = <F> )	<A> 軸 = <B> 、階級数 = <C> 、サイズ = ( <D> , <E> ) 、透過率 = <F> のヒストグラムを描く。
<A> . plot ( kind = 'scatter' , <B> = <C> , <D> = <E> )	<B> 軸に <C> 、 <D> 軸に <E> と設定した <A> の散布図を描く。
df [ [ <A> , <B> ] ] . corr ( )	[ <A> , <B> ] の相関係数を取得する。
<A> . plot ( kind = 'bar' , alpha = <B> , figsize = ( <C> , <D> ) )	<A> を参照して透過率 = <B> 、サイズ = ( <C> , <D> ) の垂直棒グラフを描く。
dummy_df = pd . get_dummies ( <A> , columns = [ <B> , <C> , <D> , <E> , <F> ] )	<A> を参照して、列 = [ <B> , <C> , <D> , <E> , <F> ] のダミー変数を生成する。
pd . set_option ( 'display.max_columns' , <A> )	最大表示列数を <A> 列に設定する。
<A> . to_csv ( <B> , encoding = 'utf-8' )	<A> を、文字コードを utf -8 で <B> という名前の csv ファイルにして保存する。
plt . plot ( <A> , <B> , label = <C> )	ラベル名を <C> と定義し、 <A> と <B> からグラフをプロットする。
plt . legend ( )	グラフ内に凡例を表示する。
plt . show ( )	プロットしたグラフを表示する
plt . plot ( <A> , <B> , color = ( <C> , <C> , <D> ) )	グラフの色を RGB で ( <C> , <C> , <D> ) の色に指定して、 <A> と <B> からグラフをプロットする。
plt . plot ( <A> , <B> , color = <C> )	グラフの色をカラーコードで <C> の色に指定して、 <A> と <B> からグラフをプロットする。
plt . savefig ( <A> )	グラフを <A> という名前で保存する。
import <A> as <B>	<A> を <B> としてインポートする。
import <A> <B> as <C>	<A> <B> を <C> としてインポートする。
import <A> as <B>	<A> を <B> という名前でインポートする。
from <A> import <B> , <C>	<A> の <B> , <C> をインポートする。
import <A> <B> as <C>	<A> <B> を <C> という名前でインポートする。
import <A> as <B>	<A> を <B> としてインポートする。
import <A> as <B>	<A> を <B> としてインポートする。
sns . set ( )	グラフのデザインを seaborn のスタイルに適用する
random . seed ( <A> )	ランダムシードを <A> に設定する。
plt . title ( <A> )	グラフのタイトルを <A> と設定する。
plt . xlabel ( <A> )	x 軸に <A> という軸ラベルをつける。
plt . ylabel ( <A> )	y 軸に <A> という軸ラベルをつける。
plt . grid ( True )	グラフにグリッドを表示させる。
plt . figure ( <A> = ( <B> , <C> ) )	グラフのサイズを <A> = ( <B> , <C> ) に設定する。
plt . subplot ( <A> , <B> , <B> )	複数のグラフを <B> つにまとめて表示して、これは <A> 行 <B> 列の <B> 番目の位置にプロットする
plt . subplot ( <A> , <B> , <A> )	複数のグラフを <B> つにまとめて表示して、これは <A> 行 <B> 列の <A> 番目の位置にプロットする
from <A> import <B>	<A> の <B> をインポートする。
import <A> as <B>	<A> を <B> と名前を付けてインポート
<A> = pd . read_csv ( './data/lunch_box.csv' , sep = ',' )	. / data / lunch_box .csv 'をカンマ区切りで読み込んだものを <A> に代入
<A> . head ( <B> )	<A> の先頭の <B> 行を表示
<A> . head ( )	<A> の先頭の 5 行を表示
<A> . tail ( )	<A> の最後の 5 行を表示
<A> . shape	<A> の行数・列数を確認
<A> . index	<A> の index を確認
<A> . columns	<A> の column を確認
<A> . dtypes	<A> の各列のデータ型を確認
<A> [ [ <B> , <C> ] ] . head ( )	<A> の列  <B> 、列  <C> の最初の５行を表示
<A> [ <B> : 106 ]	<A> の <B> 行目から 105 行目までを取得
<A> . loc [ <B> ]	<A> のうち、 index が <B> の行のみを取得
<A> . iloc [ [ <B> , <C> , <D> ] , [ <E> , <C> ] ]	<A> のうち、 <B> , <C> , <D> 行目の <E> ~ <C> 列目を取得
<A> [ <A> [ <B> ] >  <C> ]	<A> のうち、列 <B> が <C> よりも大きい行のみを取得
"<A> [ [ <B> , <C> ] ] . query ( 'kcal > 450 and name == ""豚肉の生姜焼""' )"	"<A> のうち、列 <C> が 450 よりも大きく、列 <B> の値が ""豚肉の生姜焼"" の行のみを取得"
<A> [ <B> ] . unique ( )	<A> の列 <B> に存在する値を重複を省いて取得
<A> . drop_duplicates ( )	<A> のうち、重複した行を削除
<A> . describe ( )	<A> の各列の要約統計量を取得
<A> . set_index ( 'datetime' , inplace = True )	<A> の列 'datatime' をインデックスとして設定
<A> . rename ( columns = { <B> : <C> } , inplace = True )	<A> の列 <B> のカラム名を <C> に変更
"<A> . sort_values ( by = ""sales"" , ascending = True ) . head ( )"	<A> の列 'sales' を降順で並び替え、最初の５行を表示
<A> . sort_values ( [ <B> , 'temperature' ] , ascending = False ) . head ( )	<A> の列 <B> と列 'temprature' を照準で並び替え、最初の 5 行を表示
<A> . index = pd . to_datetime ( <A> . index , format = '%Y-%m-%d' )	<A> のインデックスを datetime64 [ ns ] 型の年月日をハイフン区切りにしたものに変更
<A> . isnull ( ) . sum ( )	<A> に含まれる欠損値の個数を列ごとに算出
<A> [ <A> . isnull ( ) . any ( axis = 1 ) ] . head ( )	<A> に含まれる欠損値の有無を行ごとに判定し、初めの５行について結果を表示
<A> [ <A> . isnull ( ) . any ( axis = 1 ) ] . shape	<A> に含まれる欠損値の有無を行ごとに判定し、欠損値が含まれるもののみを抽出したときの形状を取得
<A> . fillna ( value = { <B> : 0.0 } , inplace = True )	<A> の列 <B> にある欠損値を '0.0' に置換
<A> . dropna ( subset = [ <B> ] , axis = 0 , inplace = True )	<A> の列 <B> に欠損値がある行を削除する
<A> [ <B> ] = <A> [ <B> ] . str . replace ( <C> , <D> ) . astype ( <E> )	<A> の列 <B>  の型タイプを <E> に変更すると同時に、  <C>  を  <D> に置換
pd . DataFrame ( df [ <A> ] . mask ( df [ <A> ] >  <B> , <C> ) ) . head ( )	データフレームの <A> の値が <B> よりも大きければ、その値を <C> に置換し、最初の５行を出力
<A> . drop ( [ <B> ] , axis = 1 , inplace = True )	<A> から列 <B> を削除
<A> [ <B> ] . value_counts ( )	<A> の列 <B> について、値の集計をとる
<A> . groupby ( [ <B> ] ) [ <C> ] . count ( )	<A> について、列 <B> の値ごとに <C> の数をカウント
<A> . groupby ( [ <B> , <C> ] ) [ 'sales' ] . sum ( )	<A> について、列 <B> , 列 <C> の値ごとに 'soldout' の数をカウント
<A> . groupby ( [ <B> ] ) [ <C> ] . mean ( )	<A> について、列 <B> の値ごとに <C> の平均を算出
<A> [ [ <B> , <C> ] ] . head ( )	<A> の列 <B> , 列 <C> について最初の５行を表示
<A> [ 'temperature_rolling_mean' ] = <A> [ <B> ] . rolling ( <C> = <D> ) . mean ( )	<A> の列 <B> について、頭から <C> サイズ <D> で移動平均を算出
<A> . dropna ( subset = [ <B> , <C> , <D> ] , axis = 0 , inplace = True )	<A> のうち、列 <B> , <C> , <D> に１つでも欠損値がある行は削除
import <A> <B> as <C>	<A> <B> を <C> と名前を付けてインポート
<A> [ <B> ] . plot ( )	<A> の列 <B> の値を折れ線グラフとしてプロット
df . plot ( y = [ 'temperature' , 'temperature_rolling_mean' , 'temperature_pct_change' ] , figsize = ( <A> , <B> ) , alpha = <C> )	列’ temperature ', 列' temperature_rolling_mean ', 列' temperature_pct_change 'の値をサイズ <A> × <B> 、透過度 <C> の折れ線グラフで表示
plt . title ( <A> )	グラフのタイトルを <A> とする
df . plot ( kind = 'hist' , <A> = <B>   , bins = <C> , figsize = ( <D> , <E> ) , alpha = <F> )	<A> 軸を <B> として、図のサイズ <D> × <E> 、ビンのサイズ <C> 、透過率 <F> のヒストグラムを表示
df . plot ( kind = 'scatter' , <A> = <B> , <C> = <D> )	<A> 軸を <B> 、 <C> 軸を <D> とした散布図を表示
df [ [ 'kcal' , 'sales' ] ] . corr ( )	kcal 'と' sales 'の相関係数を算出
<A> = pd . get_dummies ( df , columns = [ <B> , <C> , <D> , <E> , <F> ] )	列 <B> , 列 <C> , 列 <D> , 列 <E> , 列 <F> を全てダミー化したものを <A> とする
<A> . to_csv ( <B> , encoding = 'utf-8' )	<A> を <B> に utf -8 で保存
plt . plot ( <A> , <B> , label = <C> )	ラベルを <C> として、 <A> と <B> の値からプロット
plt . legend ( )	凡例の表示
plt . show ( )	プロット表示 ( 設定の反映 )
plt . plot ( <A> , <B> , color = ( <C> , <C> , <D> ) )	RGB を ( <C> , <C> , <D> ) と指定して、 <A> と <B> の値からプロット
plt . plot ( <A> , <B> , color = <C> )	16 進数表記のカラーコードを <C> と指定して、 <A> と <B> の値からプロット
plt . savefig ( <A> )	作ったグラフを <A> として保存
import <A> as <B>	<A> を <B> と名前を付けてインポート
import <A> <B> as <C>	<A> <B> を <C> と名前を付けてインポート
import <A> as <B>	<A> を <B> と名前を付けてインポート
from <A> import <B> , <C>	<A> から <B> と <C> をインポート
import <A> <B> as <C>	<A> <B> を <C> と名前を付けてインポート
import <A> as <B>	<A> を <B> と名前を付けてインポート
import <A> as <B>	<A> を <B> と名前を付けてインポート
sns . set ( )	グラフのスタイルを seaborn に変更
random . seed ( <A> )	シード値を <A> として固定
plt . title ( <A> )	グラフタイトルを <A> とする
plt . xlabel ( <A> )	グラフの x 軸のラベルを <A> とする
plt . ylabel ( <A> )	グラフの x 軸のラベルを <A> とする
plt . grid ( True )	グラフにグリッドを表示する
plt . figure ( figsize = ( <A> , <B> ) )	グラフの大きさを <A> × <B> に指定
plt . subplot ( <A> , <B> , <B> )	グラフを <A> 行 <B> 列のグラフの <B> つ目として指定
plt . subplot ( <A> , <B> , <A> )	グラフを <A> 行 <B> 列のグラフの <A> つ目として指定
plt . bar ( <A> , <B> , align = 'center' , width = <C> )	<A> 軸を <A> 、 <B> 軸を <B> として幅 <C> の棒グラフを <A> のメモリの真ん中の位置に来るように配置
plt . xticks ( <A> , [ <B> , <C> , <D> ] )	グラフの <A> 軸の目盛り文字列を <A> から [ <B> , <C> , <D> ] に変更
plt . barh ( <A> , <B> , align = 'center' )	<A> の軸と <B> の軸を入れ替えた棒グラフを <A> のメモリの真ん中の位置に来るように配置
plt . yticks ( <A> , [ <B> , <C> , <D> ] )	グラフの y 軸の目盛り文字列を <A> から [ <B> , <C> , <D> ] に変更
plt . legend ( loc = 'best' )	凡例を最適な位置に配置
from <A> import linear_model	<A> から liner_model をインポート
<A> = pd . read_csv ( 'student-mat.csv' )	student - mat .csv 'のデータを読み込み、 <A> とする
plt . hist ( <A> [ 'absences' ] )	データ <A> の absences についてのヒストグラムを表示
<A> [ 'absences' ] . median ( )	データ <A> の absences についての中央値を取得
<A> [ 'absences' ] . mode ( )	データ <A> の absences についての最頻値を取得
<A> [ 'absences' ] . var ( )	データ <A> の absences についての分散を取得
<A> [ 'absences' ] . std ( )	データ <A> の absences についての標準偏差を取得
<A> [ 'absences' ] . describe ( )	データ <A> の absences についての要約統計量を取得
plt . boxplot ( <A> [ 'G1' ] )	データ <A> の G1 についての箱ひげ図を表示
plt . boxplot ( [ <A> [ 'G1' ] , <A> [ 'G2' ] , <A> [ 'G3' ] ] )	データ <A> の G1 , G2 , G3 についての箱ひげ図を表示
plt . plot ( <A> [ 'G1' ] , <A> [ 'G3' ] , <B> )	データ <A> の G1 , G3 についての散布図をプロットを <B> として表示
np . cov ( <A> [ 'G1' ] , <A> [ 'G3' ] )	データ <A> の G1 , G3 について共分散行列を算出
sp . stats . pearsonr ( <A> [ 'G1' ] , <A> [ 'G3' ] )	データ <A> の G1 , G3 について相関係数を算出
np . corrcoef ( [ <A> [ 'G1' ] , <A> [ 'G3' ] ] )	データ <A> の G1 , G3 について相関行列を算出
sns . pairplot ( <A> [ [ 'Dalc' , 'Walc' , 'G1' , 'G3' ] ] )	データ <A> の Dalc , Walc , G1 , G3 について各変数のヒストグラムをすべて表示
<A> = linear_model . LinearRegression ( )	線形回帰のインスタンスを生成し、 <A> とする
reg . coef_	回帰係数を算出
reg . intercept_	切片を算出
plt . plot ( X , reg . predict ( X ) )	線形回帰直線を引く
reg . score ( X , Y )	決定係数を算出する
<A> = <A> [ [ <B> , <C> , <D> , <E> ] ]	<A> から列 <B> , 列 <C> , 列 <D> , 列 <E> を抽出して、 <A> とする
<A> . isin ( [ <B> ] ) . sum ( )	<A> のそれぞれのカラムに存在する <B> の個数の合計値を算出
<A> = <A> . replace ( <B> , np . nan ) . dropna ( )	<A> に存在する <B> を欠損値に置換し、欠損値がある行を削除
<A> = <A> . assign ( price = pd . to_numeric ( <A> . price ) )	<A> の列 'price' を数値型に変換
from sklearn . linear_model import <A>	sklearn_linear から <A> をインポート
<A> = <B> . drop ( <C> , axis = 1 )	列 <C> 以外の <B> を <A> とする
import <A>	<A> をインポート
adult . groupby ( <A> ) . size ( )	列 <A> の値ごとのデータの数を表示
from <A> <B> import <C>	<A> <B> から <C> をインポート
from <A> <B> import <C>	<A> <B> から <C> をインポート
import <A> as <B>	<A> を <B> としてインポート
<A> = pd . read_csv ( './data/lunch_box.csv' , sep = ',' )	. / data / lunch_box .csv 'をカンマ区切りで読み、 <A> とする
<A> . head ( <B> )	<A> の最初の <B> 行を表示させる
<A> . head ( )	<A> の最初の 5 行を表示させる
<A> . tail ( )	<A> の最後の 5 行を表示させる
<A> . shape	<A> の行数および列数を表示
<A> . index	<A> のインデックスを表示
<A> . columns	<A> のカラムを表示
<A> . dtypes	<A> のデータ型を表示
import <A> as <B>	<A> をインポートし以降 <B> として扱う
<A> = pd . read_csv ( './data/lunch_box.csv' , sep = ',' )	. / data / lunch_box .csv をカンマ区切りで読み込み、 <A> として扱う
<A> . head ( <B> )	<A> の先頭 <B> 行を表示する
<A> . head ( )	<A> の先頭 5 行を表示する
<A> . tail ( )	<A> の末尾 5 行を表示する
<A> . shape	<A> の大きさを表示する
<A> . index	<A> の index を表示する
<A> . columns	<A> の columns を表示する
<A> [ [ 'name' , 'kcal' ] ] . head ( )	<A> の name と kcal を抽出し、先頭 5 行を表示する
