result_AOJ_TD_error
次は例外に関する条件がある  <blk> 入力された文字列の両端から空白改行を取り除いた文字列を <A> とする  </blk>	try : <blk> <A> = input ( ) . strip ( ) </blk>	for <A> in try : <blk> input ( ) . strip ( ) </blk>	0
<B> の <C> 座標を <D> で割った値を <A> とする	<A> = <B> . <C> / <D>	1 <A> = <B> . <C> / <D>	0
<A> を代わりの行末として <A> を間に入れて <B> の、つまり先頭から <C> 番目までの部分列の各要素に整数を適用した列を連結した文字列を出力する	"print ( <A>   . join ( map ( str , <B> [ : <C> ] ) ) , end = <A>   )"	"'' . join ( map ( str , <A> . join ( <B> [ : <C> ] ) ) ) )"	0
<B> を <A> とする	"<A> = <B> ( XS , x2 )"	<A> = ( <B> )	*
<A> の <B> に <C> を加えた値から、つまり末尾までの部分列に <A> の、つまり先頭から <B> 番目までの部分列を加えた値を <A> とする	<A> = <A> [ <B> + <C> : ] + <A> [ : <B> ]	path = <A> [ <B> + <C> : ] + <A> [ : <B> ]	0
<B> の <C> の <B> の <D> 番目を <A> とする	<A> = <B> . <C> [ <B> . <D> ]	<E> <A> = <B> . <C> [ <B> . <D> ]	0
<A> が <B> 以下または <C> が <D> 以下のとき、  <blk> <E> の <F> を返す  </blk>	if <A> <= <B> or <C> <= <D> : <blk> return <E> . <F> </blk>	while <A> <= <B> or <C> <= <D> : <blk> return <E> . <F> </blk>	0
<A> の <B> 内の <C> を <D> で置き換えた文字列を <A> の <B> にする	"<A> . <B> = <A> . <B> . replace ( <C>   , <D> )"	"<A> . <B> = <A> . <B> . replace ( <C> , <D> )"	1
{}を出力する	print ( { abs ( Sum ) : . 1 f }  )	print ( {~ x : 032 b } )	0
<D> を <A> の <B> に <C> を掛けた値番目にする	<A> [ <B> * <C> ] = <D>	( <A> [ <B> * <C> ] = <D> )	*
<A> {}  <B> を出力する	print ( <A> { sign }  <B> )	from <A> { <B> } : . <B> }	0
<B> から <D> に <E> を加えた値未満までの数列の各要素を <C> とし、 <B> の列を <A> とする	<A> = [ <B> for <C> in range ( <D> + <E> ) ]	"<E> = [ <A> for <C> in range ( <B> , <D> + <E> ) ]"	0
<A> の <B> 座標の <C> 乗に <A> の <D> 座標の <C> 乗を加えた値の平方根を返す	return math . sqrt ( <A> . <B> ** <C> + <A> . <D> ** <C> )	print ( math . sqrt ( <A> . <B> ** <C> + <A> . <D> ** <C> ) )	0
<B> の <C> に [ MASK ] を書き込むを <A> とする	<A> = <B> . <C> . <A>	isclose <A> = <B> . <C> . <A>	0
<A> が <B> と等しくなくかつ <C> の <D> 番目のとき、	if <A> != <B>   and <C> [ <D> ] :	divmod ( <A> != <B> and <C> [ <D> ] ) :	0
<C> の各要素を <B> とし、 - <B> の列を <A> とする	<A> = [ - <B> for <B> in <C> ]	( <A> = [ - <B> for <B> in <C> ] )	*
<A> の <B> に <C> を加えた値番目に <D> の <B> 番目を加えた値を <A> の <B> 番目にする	<A> [ <B> ] = <A> [ <B> + <C> ] + <D> [ <B> ]	<B> <A> [ <B> ] = <A> [ <B> + <C> ] + <D> [ <B> ]	0
<B> .pstdev ( <C> ) を <A> とする	<A> = <B> . pstdev ( <C> )	( <A> = <B> '.' ( <C> )	0
( <H> から <C> 未満までの数列の各要素を <B> とし、 <B> の列、 ( <D> 、 <E> 、 <F> 、 <G> 、 <H> 、 <I> ) の組、 ( <F> 、 <D> 、 <E> 、 <H> 、 <I> 、 <G> ) の組、 ( <G> 、 <D> 、 <H> 、 <E> 、 <I> 、 <F> ) の組、 ( <I> 、 <H> 、 <F> 、 <G> 、 <E> 、 <D> ) の組 ) からなる列を <A> とする	"<A> = [ [ <B> for <B> in range ( <C> ) ] , ( <D> , <E> , <F> , <G> , <H> , <I> ) , ( <F> , <D> , <E> , <H> , <I> , <G> ) , ( <G> , <D> , <H> , <E> , <I> , <F> ) , ( <I> , <H> , <F> , <G> , <E> , <D> ) ]"	"print ( [ <A> , <B> ] , [ ( <C> , <D> , <E> , <F> , <G> , <H> , <D> , <E> , <I> , <H> ) , ( <F> , <D> , <E> , <H> , <I> , <G> , <H> ) , ( <F> , <D> , <I> , <H> , <I> , <J> ) , <H> ] , <G> = <H> , <I> )"	0
<A> が <B> より大きいとき、  <blk> <C> を出力する  </blk>	if <A> >  <B> : <blk> print ( <C>   ) </blk>	while <A> > <B> : <blk> print ( <C> ) </blk>	0
<A> 、 <B> 、 <C> に <D> を加えた値から <A> を引いた値を出力する	"print ( <A> , <B> , ( <C> + <D> ) - <A> )"	"<A> . update ( <A> , <B> , <C> + <D> - <A> )"	0
<A> が、つまり空列と等しくなくかつ <A> の <B> 番目が <C> と等しくない間、次を繰り返す  <blk> <D> を <A> の <B> を取り出した値だけ増加させる  </blk>	while <A> != [ ] and <A> [ <B> ] != <C>   : <blk> <D> += <A> . pop ( <B> ) </blk>	while <A> is [ ] and <A> [ <B> ] != <C> : <blk> <D> += <A> . pop ( <B> ) </blk>	0
無限大を <A> とする	<A> = inf	( <A> = inf )	*
<A> の <B> と <C> の論理積を返す	return <A> . <B> &  <C>	def ( <A> . <B> & <C> )	0
<A> の末尾に ( <B> の整数値、 <C> の整数値 ) からなる列を追加する	"<A> . append ( [ int ( <B> ) , int ( <C> ) ] )"	"count . append ( [ int ( <B> ) , int ( <C> ) ] )"	0
<C> のキーと値の集まりをソートした列を順に <A> 、 <B> として、繰り返す	"for <A> , <B> in sorted ( <C> . items ( ) ) :"	"continue for <A> , <B> in sorted ( <C> . items ( ) ) :"	0
<B> の <C> 番目から、つまり末尾までの部分列が <D> に含まれるとき <A> 、そうでなければ <E> を出力する	print ( <A>   if <B> [ <C> : ] in <D> else <E>   )	<E> print ( <A> if <B> [ <C> : ] in <D> else <E> )	0
入力された文字列を空白で分割した字句列のリストを <A> とする	<A> = list ( input ( ) . split ( ) )	list <A> = list ( input ( ) . split ( ) )	0
<A> の <B> の <C> 番目が <A> の <B> の <D> 番目と等しくないとき、	if <A> . <B> [ <C> ] != <A> . <B> [ <D> ] :	divmod ( <A> . <B> [ <C> ] != <A> . <B> [ <D> ] ) :	0
<A> の文字列に <B> を加えた値を出力する	print ( str ( <A> ) + <B>   )	' print ( str ( <A> ) + <B> )	0
<A> を入力された文字列の整数値倍にする	<A> *= int ( input ( ) )	input ( ) *= int ( input ( ) )	0
<C> をパラメータとして ( - <C> の <D> 番目、 <C> の先頭 ) の組を返す関数をキーとして <B> をソートした列を順に <A> として、繰り返す	"for <A> in sorted ( <B> , key = lambda <C> : ( - <C> [ <D> ] , <C> [ 0 ] ) ) :"	"while sorted ( <A> , key = lambda <B> : ( - <C> [ <D> ] , <C> [ 0 ] ) ) :"	0
<B> の <C> 乗に <D> から <B> を引いた値の <C> 乗を加えた値の <E> を <C> で割った値乗を <A> とする	<A> = ( <B> ** <C> + ( <D> - <B> ) ** <C> ) ** ( <E> / <C> )	( <A> = ( <B> ** <C> + ( <D> - <B> ) ** <C> ) ** <E> / <C> )	*
<B> に <C> の <D> 番目の <E> 番目の <F> 番目を加えた値を <A> とする	<A> = <B> + <C> [ <D> ] [ <E> ] [ <F> ]	( <A> = <B> + <C> [ <D> ] [ <E> ] [ <F> ] )	*
<A> に <A> に <B> を加えた値を掛けた値を <C> で割った商から <D> ( <A> ) を引いた値を出力する	print ( <A> * ( <A> + <B> ) // <C> - <D> ( <A> ) )	sep = <A> * ( <A> + <B> ) // <C> - <D> ( <A> ) )	0
<D> の <B> を <A> の <B> の <C> にする	<A> . <B> . <C> = <D> . <B>	. <A> . <B> . <C> = <D> . <B>	0
( <A> に <B> を加えた値、 <C> 、 <D> ) の組が <E> に含まれなくまたは <E> の ( <A> に <B> を加えた値、 <C> 、 <D> ) の組番目が <F> に <G> を加えた値より大きいとき、	"if ( <A> + <B> , <C> , <D> ) not in <E> or <E> [ ( <A> + <B> , <C> , <D> ) ] >  <F> + <G> :"	"while ( <A> + <B> , <C> , <D> ) not in <E> or <E> [ <A> + ( <B> , <C> + <D> ) ] > <F> :"	0
<A> の <B> [ <C> ] 番目の各要素に整数を適用した列のリストを展開してを出力する	"print ( * list ( map ( str , <A> [ <B> [ <C> ] ] ) ) )"	"print ( * list ( map ( int , <A> [ <B> [ <C> ] ] ) ) )"	0
0 から <B> の長さに <C> を加えた値未満までの数列を <A> とする	<A> = range ( len ( <B> ) + <C> )	input = range ( len ( <B> ) + <C> )	0
<C> を底とする <A> ( ) の整数値に <B> を加えた値の対数の整数値を出力する	"print ( int ( math . log ( int ( <A> ( ) ) + <B> , <C> ) ) )"	'' . print ( int ( math . log ( int ( <A> ( ) ) + <B> ) ) )	0
<A> [ <B> ] .vote ( )	<A> [ <B> ] . vote ( )	<E> <A> [ <B> ] . conjugate ( )	0
<B> に ( <C> + <D> - <B> ) を掛けた値に <E> を掛けた値に <C> に ( <D> + <B> - <C> ) を掛けた値に <F> を掛けた値を加えた値に <D> に <B> + <C> から <D> を引いた値を掛けた値に <G> を掛けた値を加えた値を <H> に <I> の <J> 乗を掛けた値で割った値を <A> とする	<A> = ( <B> * ( <C> + <D> - <B> ) * <E> + <C> * ( <D> + <B> - <C> ) * <F> + <D> * ( <B> + <C> - <D> ) * <G> ) / ( <H> * <I> ** <J> )	( <A> = <B> * ( <C> + <D> - <B> ) * <E> + <C> * ( <D> - <B> ) + <F> * ( <C> + <D> ) * ( <B> - <C> + <D> ) ) / ( <G> * <H> ** <H> )	0
<A> の <B> 番目を <C> 分の一にする	<A> [ <B> ] // = <C>	// <A> [ <B> ] /= <C>	0
<B> に <C> を加えた値から <D> 未満までの <C> 間隔の数列を順に <A> として、繰り返す	"for <A> in range ( <B> + <C> , <D> , <C> ) :"	"<G> for <A> in range ( <B> + <C> , <D> , <C> ) :"	0
<A> から <B> を引いた値を <C> で割った商を <A> とする	<A> = ( <A> - <B> ) // <C>	str = ( <A> - <B> ) // <C>	0
<B> ( ) の両端から空白改行を取り除いた文字列に <C> を加えた値を <A> とする	<A> = <B> ( ) . strip ( ) + <C>	<E> <A> = <B> ( ) . strip ( ) + <C>	0
<B> から <C> を引いた値を <D> で割った値に <C> を加えた値を <A> とする	<A> = ( ( <B> - <C> ) ) / <D> + <C>	else = ( <B> - <C> ) / <D> + <C>	0
<A> が <B> より小さくかつ <C> が <B> より小さくかつ <A> が <C> と等しくないとき、	if <A> <  <B> and <C> <  <B> and <A> != <C> :	divmod ( <A> < <B> and <C> < <B> and <A> != <C> ) :	0
<B> の <C> から <D> の長さを引いた値を <A> とする	<A> = <B> . <C> - len ( <D> )	<E> <A> = <B> . <C> - len ( <D> )	0
<A> が、つまり真と等しい間、次を繰り返す	while <A> == True :	yield <A> == True :	0
<B> の <C> 番目を <A> とする <E> の <F> から <C> を引いた値番目を <D> とする	<A> = <B> [ <C> ] <D> = <E> [ <F> - <C> ]	<D> = <B> [ <C> ] <E> = <F> [ <C> - <D> ]	0
<B> に <B> から <C> を引いた値を掛けた値に <B> から <D> を引いた値を掛けた値に <B> から <E> を引いた値を掛けた値の平方根を <A> とする	<A> = sqrt ( <B> * ( <B> - <C> ) * ( <B> - <D> ) * ( <B> - <E> ) )	<A> = math . sqrt ( <B> * ( <B> - <C> ) * ( <B> - <D> ) * ( <B> - <E> ) )	1
"<A> .__init__ ( <B> , <C> )"	"<A> . __init__ ( <B> , <C> )"	"+ <A> . __init__ ( <B> , <C> )"	0
0 から <D> 未満までの数列の各要素を <E> とし、 ( ( 、つまり未定値 ) からなる列の 0 から <D> 未満までの数列の各要素を <C> とし、 <B> の列回分の列 ) からなる列の列を <A> とする	<A> = [ [ [ None ] * [ <B> for <C> in range ( <D> ) ] ] for <E> in range ( <D> ) ]	[ <A> = [ [ <B> ] * [ <C> for <C> in range ( <D> ) ] ] for <E> in range ( <D> ) ]	0
<A> の <B> の <C> 番目から <A> の <B> の <D> 番目に <A> の <E> の <C> から <D> を引いた値番目を掛けた値を引いた値を <A> の <F> で割った余りを返す	return ( <A> . <B> [ <C> ] - <A> . <B> [ <D> ] * <A> . <E> [ <C> - <D> ] ) % <A> . <F>	def ( <A> . <B> [ <C> ] - <A> . <B> [ <D> ] * <A> . <E> [ <C> - <D> ] ) % <A> . <F>	0
<A> が <B> の <C> 番目より大きいとき、	if ( <A> >  <B> [ <C> ] ) :	while <A> > <B> [ <C> ] :	0
<A> の <D> の <C> 番目を <A> の <B> の <C> 番目にする	<A> . <B> [ <C> ] = <A> . <D> [ <C> ]	dict . <A> [ <B> . <C> ] = <A> . <D> [ <C> ]	0
<A> の末尾に <B> の <C> 番目から <C> に <D> を加えた値までの部分列を追加する	<A> . append ( <B> [ <C> : <C> + <D> ] )	( <A> . append ( <B> [ <C> : <C> + <D> ] ) )	*
<A> から <B> を引いた値から <C> を引いた値が <D> 以下のとき、	if <A> - <B> - <C> <= <D> :	. if <A> - <B> - <C> <= <D> :	0
"<D> ( <A> , <E> , <F> ) 、 <D> ( <B> , <E> , <F> ) 、 <C> の整数値に <G> を掛けた値を <A> 、 <B> 、 <C> とする"	"<A> , <B> , <C> = <D> ( <A> , <E> , <F> ) , <D> ( <B> , <E> , <F> ) , int ( <C> ) * <G>"	"( <A> , <B> , <C> = <D> ( <A> , <E> , <F> ) , <D> ( <B> , <E> , <F> ) ) * int ( <C> <G> )"	0
<A> の <B> 番目が <A> の <C> 番目より小さくかつ <A> の <C> 番目が <A> の <D> 番目より小さいとき、	if <A> [ <B> ] <  <A> [ <C> ] and <A> [ <C> ] <  <A> [ <D> ] :	while <A> [ <B> ] < <A> [ <C> ] and <A> [ <C> ] < <A> [ <D> ] :	0
ソートされた順序を保ったまま <C> から <B> の <D> 番目を引いた値を <B> に挿入できる最後の位置を <A> とする	"<A> = bisect . bisect ( <B> , <C> - <B> [ <D> ] , <D> + 2 )"	"<B> <A> = bisect . bisect_right ( <B> , <C> - <B> [ <D> ] )"	0
<A> の末尾に ( <B> に <C> に <D> を掛けた値を加えた値、 <E> に <C> に <F> を掛けた値を加えた値、 <G> 、 <H> ) の組を追加する	"<A> . append ( ( <B> + <C> * <D> , <E> + <C> * <F> , <G> , <H> ) )"	"print ( <A> . append ( ( <B> + <C> * <D> , <E> + <C> * <F> , <G> , <H> ) ) )"	0
<D> を <C> として <B> と [ MASK ] の直積を順に <A> として、繰り返す	"for <A> in itertools . product ( <B> , <C> = <D> ) :"	": for <A> , <B> in itertools . product ( <C> , <B> ) :"	0
<H> の <I> 番目を空白で分割した字句列の各要素を <G> とし、 <G> の浮動小数点数の列を展開し、それぞれ <A> 、 <B> 、 <C> 、 <D> 、 <E> 、 <F> とする	"<A> , <B> , <C> , <D> , <E> , <F> = [ float ( <G> ) for <G> in <H> [ <I> ] . split ( ) ]"	"else , <A> , <B> , <C> , <D> , <E> , <F> = [ float ( <G> ) for <G> in <H> [ <I> ] . split ( ) ]"	0
<A> ( <B> ) の間、次を繰り返す	while <A> ( <B> ) :	del <A> ( <B> ) :	0
<C> 、 <D> の要素をそれぞれ組にした列の各要素を <A> 、 <B> とし、 <A> - <B> の絶対値の列の総和を <E> で割った商を出力する	"print ( sum ( [ abs ( <A> - <B> ) for <A> , <B> in zip ( <C> , <D> ) ] ) // <E> )"	"[ print ( sum ( <A> - <B> ) for <A> , <B> in zip ( <C> , <D> ) ] // <E> )"	0
<B> の <C> の先頭番目を <A> とする <B> の <C> の <E> 番目番目を <D> とする <B> の <C> の <G> 番目番目を <F> とする	<A> = <B> [ <C> [ 0 ] ] <D> = <B> [ <C> [ <E> ] ] <F> = <B> [ <C> [ <G> ] ]	<A> = <B> [ <C> [ 0 ] ] <D> <E> = <B> [ <C> [ <E> ] ] <F> = <B> [ <C> [ <G> ] ]	0
<A> が <B> 以上かつ <C> の <A> 番目が <C> の <A> に <D> を加えた値番目以上の間、次を繰り返す  <blk> <A> を <D> だけ減少させる  </blk>	while <A> >= <B> and <C> [ <A> ] >= <C> [ <A> + <D> ] : <blk> <A> -= <D> </blk>	del <A> >= <B> and <C> [ <A> ] >= <C> [ <A> + <D> ] : <blk> <A> -= <D> </blk>	0
<A> が <B> と等しくまたは <C> が <D> に <E> の <B> 番目の長さを掛けた値と等しくないとき、	if <A> == <B> or <C> != <D> * len ( <E> [ <B> ] ) :	yield <A> == <B> or <C> != <D> * len ( <E> [ <B> ] ) :	0
( <A> 、 <B> ) の組が <C> に含まれるとき、  <blk> <D> を出力する  <sep> 繰り返しを中断する  </blk>	"if ( <A> , <B> ) in <C> : <blk> print ( <D>   ) <sep> break </blk>"	"while ( <A> , <B> ) in <C> : <blk> print ( <D> ) <sep> break </blk>"	0
入力された文字列を空白で分割した字句列の各要素に整数を適用した列のリストを <A> の <B> 番目にする	"<A> [ <B> ] = list ( map ( int , input ( ) . split ( ) ) )"	"( <A> [ <B> ] = list ( map ( int , input ( ) . split ( ) ) ) )"	*
( <A> に <B> を掛けた値を <C> で割った値、 <A> に <D> を加えた値に <E> を加えた値、 <B> ) の組を返す	"return ( ( <A> * <B> ) / <C> , <A> + <D> + <E> , <B> )"	"^ ( <A> * <B> / <C> , <A> + <D> + <E> , <B> )"	0
<C> から <D> を引いた値に <E> を加えた値を <B> とするを <A> とする	<A> = <B> = <C> - <D> + <E>	<E> = <A> <B> = <C> - <D> + <E>	0
<A> の先頭の <C> 番目が <B> と等しいとき、  <blk> <E> を <D> の先頭の <C> 番目にする  </blk>	if <A> [ <B> ] [ <C> ] == <B> : <blk> <D> [ <B> ] [ <C> ] = <E> </blk>	while <A> [ <B> ] [ <C> ] == <B> : <blk> <D> [ <C> ] [ <C> ] = <E> </blk>	0
<A> の <B> の <C> 番目に <A> の <D> の <C> 番目の <E> 番目を加えた値が <A> の <B> の <E> 番目より小さいとき、	if <A> . <B> [ <C> ] + <A> . <D> [ <C> ] [ <E> ] <  <A> . <B> [ <E> ] :	divmod ( <A> . <B> [ <C> ] + <A> . <D> [ <C> ] [ <E> ] < <A> . <B> [ <E> ] ) :	0
( <B> のリスト ) からなる列に 0 から <F> 未満までの数列の各要素を <E> とし、 <D> の <E> 番目の各要素を <C> とし、 <C> の列の列を加えた値を <A> とする	<A> = [ list ( <B> ) ] + [ [ <C> for <C> in <D> [ <E> ] ] for <E> in range ( <F> ) ]	( <A> = [ <B> ) ] + [ <C> for <C> in [ range ( <D> [ <E> ] ) for <E> in range ( <F> ) ] ]	0
<A> に番号付した組の列の各要素を <B> 、 <C> とし、 <C> のときの <B> の列を <A> とする	"<A> = [ <B> for <B> , <C> in enumerate ( <A> ) if <C> ]"	"<E> <A> = [ <B> for <B> , <C> in enumerate ( <A> ) if <C> ]"	0
<B> の辞書カウンタの出現頻度順の列の先頭の先頭を <A> とする	<A> = Counter ( <B> ) . most_common ( ) [ 0 ] [ 0 ]	1 <A> = Counter ( <B> ) . most_common ( ) [ 0 ] [ 0 ]	0
"<A> ( <B> , <B> , <C> [ <B> ] [ <B> ] , <D> )"	"<A> ( <B> , <B> , <C> [ <B> ] [ <B> ] , <D> )"	"( <A> ( <B> , <B> , <C> [ <B> ] [ <B> ] , <D> ) )"	*
( ( <B> 、 <B> ) の組、 ( -1 、 <C> ) の組、 ( <B> 、 <C> ) の組、 ( <C> 、 <C> ) の組、 ( <B> 、 <D> ) の組 ) からなる列を <A> とする	"<A> = [ ( <B> , <B> ) , ( - <C> , <C> ) , ( <B> , <C> ) , ( <C> , <C> ) , ( <B> , <D> ) ]"	"<D> = [ ( <B> , <B> ) , ( - <C> , <C> ) , ( <B> , <C> ) , ( <C> , <C> ) , ( <B> , <D> ) ]"	0
